run_id,utt_id,dataset,split,language,speaker_id,accent_group,snr_db,noise_profile,backend,model,execution_mode,ref_text,hyp_text,wer,cer,ser,word_edits,ref_words,char_edits,ref_chars,ftl_ms,final_latency_ms,provider_compute_rtf,end_to_end_rtf,rtf,duration_sec,cpu_pct_mean,cpu_pct_peak,ram_mb_peak,gpu_util_pct_mean,gpu_mem_mb_peak,energy_j,confidence_mean,confidence_available,ece_bin,correct,oov_tokens,oov_available,oov_rate,cost_usd,model_size_mb,trace_artifact_ref,source_schema
thesis_cloud_20260503T223116Z,6930-75918-0000,librispeech_test_clean_subset,,en-US,,,,none,providers/azure_cloud:standard,standard,batch,CONCORD RETURNED TO ITS PLACE AMIDST THE TENTS,Concord returned to its place amidst the tents.,0,0,0,0,8,0,39,,1862.479154,0.4533763954,0.53137779,0.53137779,3.505,2.405263158,11.3,83.11328125,0.2857142857,611,,0.78049386,True,7,True,0,False,,0.0010515,,artifacts/benchmark_runs/thesis_cloud_20260503T223116Z/metrics/traces/trace_249e629a9f7d413d85be1bbf00a1f1cb.json,canonical
thesis_cloud_20260503T223116Z,6930-75918-0000,librispeech_test_clean_subset,,en-US,,,20,white:custom_20db,providers/azure_cloud:standard,standard,batch,CONCORD RETURNED TO ITS PLACE AMIDST THE TENTS,Concord returned to its place amidst the tents.,0,0,0,0,8,0,39,,1292.630255,0.303702024,0.3687960785,0.3687960785,3.505,4.976923077,9.4,88.0546875,2.8,622,,0.7763051,True,7,True,0,False,,0.0010515,,artifacts/benchmark_runs/thesis_cloud_20260503T223116Z/metrics/traces/trace_e665ec0dd7f9434cb59b27545c0ec7ef.json,canonical
thesis_cloud_20260503T223116Z,6930-75918-0000,librispeech_test_clean_subset,,en-US,,,10,white:custom_10db,providers/azure_cloud:standard,standard,batch,CONCORD RETURNED TO ITS PLACE AMIDST THE TENTS,Concord returned to its place amidst the tents.,0,0,0,0,8,0,39,,1304.461769,0.295663378,0.3721716887,0.3721716887,3.505,7.892857143,26.9,91.484375,4.6,622,,0.74279916,True,7,True,0,False,,0.0010515,,artifacts/benchmark_runs/thesis_cloud_20260503T223116Z/metrics/traces/trace_e8e6630fd3f84c3091a9976dc0075df1.json,canonical
thesis_cloud_20260503T223116Z,6930-75918-0000,librispeech_test_clean_subset,,en-US,,,5,white:custom_5db,providers/azure_cloud:standard,standard,batch,CONCORD RETURNED TO ITS PLACE AMIDST THE TENTS,Concord returned to its place amidst the tents.,0,0,0,0,8,0,39,,1375.285132,0.3149990305,0.392378069,0.392378069,3.505,13.14285714,39.2,90.55078125,9.4,592,,0.7082345,True,7,True,0,False,,0.0010515,,artifacts/benchmark_runs/thesis_cloud_20260503T223116Z/metrics/traces/trace_4e8ec4c6b3fc40048e72656acc0ec410.json,canonical
thesis_cloud_20260503T223116Z,6930-75918-0000,librispeech_test_clean_subset,,en-US,,,0,white:custom_0db,providers/azure_cloud:standard,standard,batch,CONCORD RETURNED TO ITS PLACE AMIDST THE TENTS,Concord returned to its place amidst the tents.,0,0,0,0,8,0,39,,1335.220639,0.3018842168,0.3809474006,0.3809474006,3.505,8.95,50,91.65625,10.4,597,,0.6580533,True,6,True,0,False,,0.0010515,,artifacts/benchmark_runs/thesis_cloud_20260503T223116Z/metrics/traces/trace_26430be12bc74c06bae9412762e8cc08.json,canonical
thesis_cloud_20260503T223116Z,6930-75918-0001,librispeech_test_clean_subset,,en-US,,,,none,providers/azure_cloud:standard,standard,batch,THE ENGLISH FORWARDED TO THE FRENCH BASKETS OF FLOWERS OF WHICH THEY HAD MADE A PLENTIFUL PROVISION TO GREET THE ARRIVAL OF THE YOUNG PRINCESS THE FRENCH IN RETURN INVITED THE ENGLISH TO A SUPPER WHICH WAS TO BE GIVEN THE NEXT DAY,"The English forwarded to the French baskets of flowers, of which they had made a plentiful provision to greet the arrival of the young Princess. The French in return invited the English to a supper, which was to be given the next day.",0,0,0,0,43,0,188,,5289.423671,0.355622894,0.3718399769,0.3718399769,14.225,9.713207547,30.1,92.35546875,13.77777778,607,,0.8213091,True,8,True,0,False,,0.0042675,,artifacts/benchmark_runs/thesis_cloud_20260503T223116Z/metrics/traces/trace_3b74b3df1e05444cad0adcc51252182e.json,canonical
thesis_cloud_20260503T223116Z,6930-75918-0001,librispeech_test_clean_subset,,en-US,,,20,white:custom_20db,providers/azure_cloud:standard,standard,batch,THE ENGLISH FORWARDED TO THE FRENCH BASKETS OF FLOWERS OF WHICH THEY HAD MADE A PLENTIFUL PROVISION TO GREET THE ARRIVAL OF THE YOUNG PRINCESS THE FRENCH IN RETURN INVITED THE ENGLISH TO A SUPPER WHICH WAS TO BE GIVEN THE NEXT DAY,"The English forwarded to the French baskets of flowers, of which they had made a plentiful provision to greet the arrival of the young Princess. The French in return invited the English to a supper, which was to be given the next day.",0,0,0,0,43,0,188,,5269.313587,0.3514639225,0.3704262627,0.3704262627,14.225,4.086792453,12.6,96.546875,1.888888889,576,,0.8678811,True,8,True,0,False,,0.0042675,,artifacts/benchmark_runs/thesis_cloud_20260503T223116Z/metrics/traces/trace_d8337def1741498db381a17a7476b280.json,canonical
thesis_cloud_20260503T223116Z,6930-75918-0001,librispeech_test_clean_subset,,en-US,,,10,white:custom_10db,providers/azure_cloud:standard,standard,batch,THE ENGLISH FORWARDED TO THE FRENCH BASKETS OF FLOWERS OF WHICH THEY HAD MADE A PLENTIFUL PROVISION TO GREET THE ARRIVAL OF THE YOUNG PRINCESS THE FRENCH IN RETURN INVITED THE ENGLISH TO A SUPPER WHICH WAS TO BE GIVEN THE NEXT DAY,"The English forwarded to the French baskets of flowers, of which they had made a plentiful provision to greet the arrival of the young Princess. The French in return invited the English to a supper, which was to be given the next day.",0,0,0,0,43,0,188,,5283.596855,0.3520991613,0.3714303589,0.3714303589,14.225,3.237735849,12.5,98.046875,2.277777778,544,,0.87219876,True,8,True,0,False,,0.0042675,,artifacts/benchmark_runs/thesis_cloud_20260503T223116Z/metrics/traces/trace_c0d48d12dcb4456f98f30c22ecd65127.json,canonical
thesis_cloud_20260503T223116Z,6930-75918-0001,librispeech_test_clean_subset,,en-US,,,5,white:custom_5db,providers/azure_cloud:standard,standard,batch,THE ENGLISH FORWARDED TO THE FRENCH BASKETS OF FLOWERS OF WHICH THEY HAD MADE A PLENTIFUL PROVISION TO GREET THE ARRIVAL OF THE YOUNG PRINCESS THE FRENCH IN RETURN INVITED THE ENGLISH TO A SUPPER WHICH WAS TO BE GIVEN THE NEXT DAY,"The English forwarded to the French baskets of flowers, of which they had made a plentiful provision to greet the arrival of the young Princess. The French in return invited the English to a supper, which was to be given the next day.",0,0,0,0,43,0,188,,5221.016537,0.350825203,0.3670310395,0.3670310395,14.225,2.667924528,13.3,98.98828125,1.777777778,544,,0.849338,True,8,True,0,False,,0.0042675,,artifacts/benchmark_runs/thesis_cloud_20260503T223116Z/metrics/traces/trace_146c7d5a556040bb92336ac16161af91.json,canonical
thesis_cloud_20260503T223116Z,6930-75918-0001,librispeech_test_clean_subset,,en-US,,,0,white:custom_0db,providers/azure_cloud:standard,standard,batch,THE ENGLISH FORWARDED TO THE FRENCH BASKETS OF FLOWERS OF WHICH THEY HAD MADE A PLENTIFUL PROVISION TO GREET THE ARRIVAL OF THE YOUNG PRINCESS THE FRENCH IN RETURN INVITED THE ENGLISH TO A SUPPER WHICH WAS TO BE GIVEN THE NEXT DAY,"The English forwarded to the French baskets of flowers, of which they had made a plentiful provision to greet the arrival of the young Princess. The French in return invited the English to a supper, which was to be given the next day.",0,0,0,0,43,0,188,,5229.603798,0.3516319795,0.3676347134,0.3676347134,14.225,5.550943396,25.5,101.3671875,4.444444444,552,,0.7530717,True,7,True,0,False,,0.0042675,,artifacts/benchmark_runs/thesis_cloud_20260503T223116Z/metrics/traces/trace_a8d34c75391945d3af8045ee0f49529f.json,canonical
