run_id,utt_id,dataset,split,language,speaker_id,accent_group,snr_db,noise_profile,backend,model,execution_mode,ref_text,hyp_text,wer,cer,ser,word_edits,ref_words,char_edits,ref_chars,ftl_ms,final_latency_ms,provider_compute_rtf,end_to_end_rtf,rtf,duration_sec,cpu_pct_mean,cpu_pct_peak,ram_mb_peak,gpu_util_pct_mean,gpu_mem_mb_peak,energy_j,confidence_mean,confidence_available,ece_bin,correct,oov_tokens,oov_available,oov_rate,cost_usd,model_size_mb,trace_artifact_ref,source_schema
thesis_accurate_20260503T225907Z,6930-75918-0000,librispeech_test_clean_subset,,en-US,,,,none,providers/whisper_local:accurate,accurate,batch,CONCORD RETURNED TO ITS PLACE AMIDST THE TENTS,Concord returned to its place amidst the tents.,0,0,0,0,8,0,39,,3827.018454,1.091800617,1.091874024,1.091874024,3.505,22.24054054,89.5,2774.269531,9.153846154,983,,0.9352648215,True,9,True,0,False,,0,,artifacts/benchmark_runs/thesis_accurate_20260503T225907Z/metrics/traces/trace_e2a74a485d8d4e0e8f2157dfb828e74b.json,canonical
thesis_accurate_20260503T225907Z,6930-75918-0000,librispeech_test_clean_subset,,en-US,,,20,white:custom_20db,providers/whisper_local:accurate,accurate,batch,CONCORD RETURNED TO ITS PLACE AMIDST THE TENTS,Concord returned to its place amidst the tents.,0,0,0,0,8,0,39,,1955.555202,0.55783938,0.5579330106,0.5579330106,3.505,32.22,89.3,2852.214844,6.428571429,936,,0.9374184012,True,9,True,0,False,,0,,artifacts/benchmark_runs/thesis_accurate_20260503T225907Z/metrics/traces/trace_011bf143c23841d68cae3e85a5473a6b.json,canonical
thesis_accurate_20260503T225907Z,6930-75918-0000,librispeech_test_clean_subset,,en-US,,,10,white:custom_10db,providers/whisper_local:accurate,accurate,batch,CONCORD RETURNED TO ITS PLACE AMIDST THE TENTS,Concord returned to its place amidst the tents.,0,0,0,0,8,0,39,,1932.648258,0.5513170785,0.5513975058,0.5513975058,3.505,29.13684211,88.8,2659.402344,3.571428571,895,,0.9301210065,True,9,True,0,False,,0,,artifacts/benchmark_runs/thesis_accurate_20260503T225907Z/metrics/traces/trace_d81306a63ab84b9fa13bad873fa7ad10.json,canonical
thesis_accurate_20260503T225907Z,6930-75918-0000,librispeech_test_clean_subset,,en-US,,,5,white:custom_5db,providers/whisper_local:accurate,accurate,batch,CONCORD RETURNED TO ITS PLACE AMIDST THE TENTS,Concorde returned to its place amidst the tents.,0.125,0.02564102564,1,1,8,1,39,,2090.861029,0.5964247087,0.5965366702,0.5965366702,3.505,38.83809524,89.4,2852.214844,17.125,959,,0.9070932632,True,9,False,0,False,,0,,artifacts/benchmark_runs/thesis_accurate_20260503T225907Z/metrics/traces/trace_e65db7f3fd51417cb3d3db5a7671235d.json,canonical
thesis_accurate_20260503T225907Z,6930-75918-0000,librispeech_test_clean_subset,,en-US,,,0,white:custom_0db,providers/whisper_local:accurate,accurate,batch,CONCORD RETURNED TO ITS PLACE AMIDST THE TENTS,Concord returned to its place amidst the tents.,0,0,0,0,8,0,39,,2225.860621,0.6349634419,0.6350529589,0.6350529589,3.505,48.42272727,100,2852.214844,19.75,889,,0.8580427972,True,8,True,0,False,,0,,artifacts/benchmark_runs/thesis_accurate_20260503T225907Z/metrics/traces/trace_a923ba6d57b74e4884cb5722eb40ffeb.json,canonical
thesis_accurate_20260503T225907Z,6930-75918-0001,librispeech_test_clean_subset,,en-US,,,,none,providers/whisper_local:accurate,accurate,batch,THE ENGLISH FORWARDED TO THE FRENCH BASKETS OF FLOWERS OF WHICH THEY HAD MADE A PLENTIFUL PROVISION TO GREET THE ARRIVAL OF THE YOUNG PRINCESS THE FRENCH IN RETURN INVITED THE ENGLISH TO A SUPPER WHICH WAS TO BE GIVEN THE NEXT DAY,"The English voted to the French baskets of flowers of which they had made a plentiful provision to greet the arrival of the young princess. The French, in return, invited the English to a supper, which was to be given the next day.",0.02325581395,0.03191489362,1,1,43,6,188,,3137.585969,0.2205478974,0.2205684337,0.2205684337,14.225,40.23870968,81,2852.214844,19.90909091,861,,0.9492360744,True,9,False,0,False,,0,,artifacts/benchmark_runs/thesis_accurate_20260503T225907Z/metrics/traces/trace_0d1c5ec5a96345ae926f386c9dda2201.json,canonical
thesis_accurate_20260503T225907Z,6930-75918-0001,librispeech_test_clean_subset,,en-US,,,20,white:custom_20db,providers/whisper_local:accurate,accurate,batch,THE ENGLISH FORWARDED TO THE FRENCH BASKETS OF FLOWERS OF WHICH THEY HAD MADE A PLENTIFUL PROVISION TO GREET THE ARRIVAL OF THE YOUNG PRINCESS THE FRENCH IN RETURN INVITED THE ENGLISH TO A SUPPER WHICH WAS TO BE GIVEN THE NEXT DAY,"The English voted to the French baskets of flowers of which they had made a plentiful provision to greet the arrival of the young princess. The French, in return, invited the English to a supper, which was to be given the next day.",0.02325581395,0.03191489362,1,1,43,6,188,,3130.360489,0.2200388296,0.2200604913,0.2200604913,14.225,39.21612903,83.6,2852.273438,29.72727273,964,,0.9414923912,True,9,False,0,False,,0,,artifacts/benchmark_runs/thesis_accurate_20260503T225907Z/metrics/traces/trace_56b448d3b36b423283a73deb8c201f02.json,canonical
thesis_accurate_20260503T225907Z,6930-75918-0001,librispeech_test_clean_subset,,en-US,,,10,white:custom_10db,providers/whisper_local:accurate,accurate,batch,THE ENGLISH FORWARDED TO THE FRENCH BASKETS OF FLOWERS OF WHICH THEY HAD MADE A PLENTIFUL PROVISION TO GREET THE ARRIVAL OF THE YOUNG PRINCESS THE FRENCH IN RETURN INVITED THE ENGLISH TO A SUPPER WHICH WAS TO BE GIVEN THE NEXT DAY,"The English voted to the French baskets of flowers of which they had made a plentiful provision to greet the arrival of the young princess. The French, in return, invited the English to a supper, which was to be given the next day.",0.02325581395,0.03191489362,1,1,43,6,188,,3058.497905,0.2149830871,0.2150086401,0.2150086401,14.225,36.20322581,80.7,2852.273438,21.36363636,953,,0.9461792639,True,9,False,0,False,,0,,artifacts/benchmark_runs/thesis_accurate_20260503T225907Z/metrics/traces/trace_aad588b9030d480bb02ce1b6f67975d9.json,canonical
thesis_accurate_20260503T225907Z,6930-75918-0001,librispeech_test_clean_subset,,en-US,,,5,white:custom_5db,providers/whisper_local:accurate,accurate,batch,THE ENGLISH FORWARDED TO THE FRENCH BASKETS OF FLOWERS OF WHICH THEY HAD MADE A PLENTIFUL PROVISION TO GREET THE ARRIVAL OF THE YOUNG PRINCESS THE FRENCH IN RETURN INVITED THE ENGLISH TO A SUPPER WHICH WAS TO BE GIVEN THE NEXT DAY,"The English voted to the French baskets of flowers of which they had made a plentiful provision to greet the arrival of the young princess. The French, in return, invited the English to a supper, which was to be given the next day.",0.02325581395,0.03191489362,1,1,43,6,188,,3040.788588,0.21374069,0.2137636969,0.2137636969,14.225,34.83,80.7,2852.273438,12.18181818,945,,0.9495067033,True,9,False,0,False,,0,,artifacts/benchmark_runs/thesis_accurate_20260503T225907Z/metrics/traces/trace_d20d4126e80b4029940e607e4c1d4b34.json,canonical
thesis_accurate_20260503T225907Z,6930-75918-0001,librispeech_test_clean_subset,,en-US,,,0,white:custom_0db,providers/whisper_local:accurate,accurate,batch,THE ENGLISH FORWARDED TO THE FRENCH BASKETS OF FLOWERS OF WHICH THEY HAD MADE A PLENTIFUL PROVISION TO GREET THE ARRIVAL OF THE YOUNG PRINCESS THE FRENCH IN RETURN INVITED THE ENGLISH TO A SUPPER WHICH WAS TO BE GIVEN THE NEXT DAY,"The English voted to the French basket of flowers of which they had made a plentiful provision to greet the arrival of the young princess. The French, in return, invited the English to a supper, which was to be given the next day.",0.04651162791,0.03723404255,1,2,43,7,188,,3307.002563,0.2324533161,0.2324782118,0.2324782118,14.225,47.03939394,87,2852.273438,27.5,927,,0.9369272331,True,9,False,0,False,,0,,artifacts/benchmark_runs/thesis_accurate_20260503T225907Z/metrics/traces/trace_3bebc4b4238d43c5806891efa004ed79.json,canonical
thesis_accurate_20260503T225907Z,6930-75918-0002,librispeech_test_clean_subset,,en-US,,,,none,providers/whisper_local:accurate,accurate,batch,CONGRATULATIONS WERE POURED IN UPON THE PRINCESS EVERYWHERE DURING HER JOURNEY,Congratulations were poured in upon the princess everywhere during her journey.,0,0,0,0,11,0,68,,2238.946013,0.4455113713,0.4455613956,0.4455613956,5.025,41.18181818,92,2852.273438,25.625,926,,0.9261981266,True,9,True,0,False,,0,,artifacts/benchmark_runs/thesis_accurate_20260503T225907Z/metrics/traces/trace_e455e564a81343c6b088f14dfaac991a.json,canonical
thesis_accurate_20260503T225907Z,6930-75918-0002,librispeech_test_clean_subset,,en-US,,,20,white:custom_20db,providers/whisper_local:accurate,accurate,batch,CONGRATULATIONS WERE POURED IN UPON THE PRINCESS EVERYWHERE DURING HER JOURNEY,Congratulations were poured in upon the princess everywhere during her journey.,0,0,0,0,11,0,68,,2180.743968,0.4338972655,0.4339788991,0.4339788991,5.025,40.21818182,89.4,2852.273438,15,949,,0.9339389652,True,9,True,0,False,,0,,artifacts/benchmark_runs/thesis_accurate_20260503T225907Z/metrics/traces/trace_17f5ecbcb558450bb715339b8954be87.json,canonical
thesis_accurate_20260503T225907Z,6930-75918-0002,librispeech_test_clean_subset,,en-US,,,10,white:custom_10db,providers/whisper_local:accurate,accurate,batch,CONGRATULATIONS WERE POURED IN UPON THE PRINCESS EVERYWHERE DURING HER JOURNEY,Congratulations were poured in upon the princess everywhere during her journey.,0,0,0,0,11,0,68,,2190.86349,0.4359349944,0.4359927343,0.4359927343,5.025,42.68181818,100,2852.273438,20.5,964,,0.9253326979,True,9,True,0,False,,0,,artifacts/benchmark_runs/thesis_accurate_20260503T225907Z/metrics/traces/trace_e0161030262244a5ace8798227786161.json,canonical
thesis_accurate_20260503T225907Z,6930-75918-0002,librispeech_test_clean_subset,,en-US,,,5,white:custom_5db,providers/whisper_local:accurate,accurate,batch,CONGRATULATIONS WERE POURED IN UPON THE PRINCESS EVERYWHERE DURING HER JOURNEY,Congratulations were poured in upon the Princess everywhere during her journey.,0,0,0,0,11,0,68,,2285.724411,0.4548022862,0.4548705296,0.4548705296,5.025,40.46086957,88.7,2852.273438,31,933,,0.9028921918,True,9,True,0,False,,0,,artifacts/benchmark_runs/thesis_accurate_20260503T225907Z/metrics/traces/trace_5dbb636408174a4b97cd1ed8f12a6127.json,canonical
thesis_accurate_20260503T225907Z,6930-75918-0002,librispeech_test_clean_subset,,en-US,,,0,white:custom_0db,providers/whisper_local:accurate,accurate,batch,CONGRATULATIONS WERE POURED IN UPON THE PRINCESS EVERYWHERE DURING HER JOURNEY,Congratulations were poured in upon the Princess everywhere during her journey.,0,0,0,0,11,0,68,,2196.953724,0.4371310432,0.4372047212,0.4372047212,5.025,39.96363636,91.8,2852.273438,9.125,944,,0.8441171644,True,8,True,0,False,,0,,artifacts/benchmark_runs/thesis_accurate_20260503T225907Z/metrics/traces/trace_17d960dc2f884181b49a522f40db94ce.json,canonical
